%dir	flowInd	flowStat	timeFirst	timeLast	duration	numHdrDesc	numHdrs	hdrDesc	srcMac	dstMac	ethType	vlanID	srcIP	srcIPCC	srcIPOrg	srcPort	dstIP	dstIPCC	dstIPOrg	dstPort	l4Proto	macStat	macPairs	srcMac_dstMac_numP	srcMacLbl_dstMacLbl	dstPortClassN	dstPortClass	nDPIclass	srcIpContinent	srcIpCountry	srcIpCity	srcIpPostcode	srcIpAccuracy	srcIpLat	srcIpLong	srcIpTimeZone	dstIpContinent	dstIpCountry	dstIpCity	dstIpPostcode	dstIpAccuracy	dstIpLat	dstIpLong	dstIpTimeZone	geoStat	pktsSnt	pktsRcvd	padBytesSnt	l7BytesSnt	l7BytesRcvd	minL7PktSz	maxL7PktSz	avgL7PktSz	stdL7PktSz	minIAT	maxIAT	avgIAT	stdIAT	pktps	bytps	pktAsm	bytAsm	tcpFStat	ipMindIPID	ipMaxdIPID	ipMinTTL	ipMaxTTL	ipTTLChg	ipToS	ipFlags	ipOptCnt	ipOptCpCl_Num	ip6OptCntHH_D	ip6OptHH_D	tcpISeqN	tcpPSeqCnt	tcpSeqSntBytes	tcpSeqFaultCnt	tcpPAckCnt	tcpFlwLssAckRcvdBytes	tcpAckFaultCnt	tcpBFlgtMx	tcpInitWinSz	tcpAvgWinSz	tcpMinWinSz	tcpMaxWinSz	tcpWinSzDwnCnt	tcpWinSzUpCnt	tcpWinSzChgDirCnt	tcpWinSzThRt	tcpFlags	tcpAnomaly	tcpJA4T	tcpOptPktCnt	tcpOptCnt	tcpOptions	tcpMSS	tcpWS	tcpMPTBF	tcpMPF	tcpMPAID	tcpMPDSSF	tcpTmS	tcpTmER	tcpEcI	tcpUtm	tcpBtm	tcpSSASAATrip	tcpRTTAckTripMin	tcpRTTAckTripMax	tcpRTTAckTripAvg	tcpRTTAckTripJitAvg	tcpRTTSseqAA	tcpRTTAckJitAvg	tcpStatesAFlags	icmpStat	icmpTCcnt	icmpBFTypH_TypL_Code	icmpTmGtw	icmpEchoSuccRatio	icmpPFindex	dnsStat	dnsHdrOPField	dnsHFlg_OpC_RetC	dnsCntQu_Asw_Aux_Add	dnsAAAqF	dnsQname	dnsAname	dnsAPname	dns4Aaddress	dns6Aaddress	dnsQType	dnsQClass	dnsAType	dnsAClass	dnsATTL	dnsMXpref	dnsSRVprio	dnsSRVwgt	dnsSRVprt	dnsOptStat	sslStat	sslProto	sslFlags	sslVersion	sslNumRecVer	sslRecVer	sslNumHandVer	sslHandVer	sslVuln	sslAlert	sslCipher	sslNumExt	sslExtList	sslNumSuppVer	sslSuppVer	sslNumSigAlg	sslSigAlg	sslNumECPt	sslECPt	sslNumECFormats	sslECFormats	sslNumALPN	sslALPNList	sslNumALPS	sslALPSList	sslNumNPN	sslNPNList	sslNumCipher	sslCipherList	sslNumCC_A_H_AD_HB	sslSessIdLen	sslGMTTime	sslServerName	sslCertVersion	sslCertSerial	sslCertSha1FP	sslCNotValidBefore_after_lifetime	sslCSigAlg	sslCKeyAlg	sslCPKeyType_Size	sslCSubjectCommonName	sslCSubjectOrgName	sslCSubjectOrgUnit	sslCSubjectLocality	sslCSubjectState	sslCSubjectCountry	sslCIssuerCommonName	sslCIssuerOrgName	sslCIssuerOrgUnit	sslCIssuerLocality	sslCIssuerState	sslCIssuerCountry	sslJA3Hash	sslJA3Desc	sslJA4	sslJA4Desc	connSip	connDip	connSipDip	connSipDprt	connF	connG	connNumPCnt	connNumBCnt	tCnt	Ps_Iat_Cnt_PsCnt_IatCnt	dsMinPl	dsMaxPl	dsMeanPl	dsLowQuartilePl	dsMedianPl	dsUppQuartilePl	dsIqdPl	dsModePl	dsRangePl	dsStdPl	dsRobStdPl	dsSkewPl	dsExcPl	dsMinIat	dsMaxIat	dsMeanIat	dsLowQuartileIat	dsMedianIat	dsUppQuartileIat	dsIqdIat	dsModeIat	dsRangeIat	dsStdIat	dsRobStdIat	dsSkewIat	dsExcIat
A	350	0x0400000000004000	1751528952.143185000	1751528976.060023000	23.916838000	1	3	eth:ipv4:tcp	dc:f5:05:6c:94:45	a2:78:2d:14:60:64	0x0800		172.20.10.4	05	"Private network"	57088	51.8.64.151	de	"-"	443	6	0x00	1	dc:f5:05:6c:94:45_a2:78:2d:14:60:64_335	AzureWave,TW_-	443	https	"TLS"	--	--	"--"	--	0	0.000000	0.000000	""	EU	DE	"--"	--	200	51.299300	9.491000	"Europe/Berlin"	0x00	335	234	0	446440	6488	0	1400	1332.657	278.258	0	7.401786	0.07139354	0.6719444	14.00687	18666.35	0.1775044	0.9713508	0x0a11	1	4	128	128	0	0x00	0x4040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3970413388	334	446440	0	334	6488	0	41728	64240	64620.89	64240	65792	3	1	4	0	0x011b	0x0000	64240_2-1-3-1-1-41460_8	1	6	0x0000001e	1460	256	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.321111	0.000150016	0.35075	0.1485714	0.1318238	0.321454	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0x0000	0x0000	0x00_0x0000_0x0000	0_0_0_0	0																0x0ee40022	0x00000000	0x08	0x0304	2	0x0301;0x0303	1	0x0303	0x00	0x0000000000000000	0x1a1a	6	0xdada;0x0005;0x0023;0x002b;0x000d;0x0033	3	0xfafa;0x0304;0x0303	8	0x0403;0x0804;0x0401;0x0503;0x0805;0x0501;0x0806;0x0601	0		0		0		0		0		16	0x1a1a;0x1301;0x1302;0x1303;0xc02b;0xc02f;0xc02c;0xc030;0xcca9;0xcca8;0xc013;0xc014;0x009c;0x009d;0x002f;0x0035	1_0_3_5_0	32	3994796465.000000000																							t13i150500_8daaf6152771_390c0b4b4dbe		14	1	2	82	5.857143	41	1629	1229854	36	0_0_2_9_294;0_240_1_9_2;0_265_1_9_2;0_270_1_9_1;0_300_1_9_1;0_320_1_9_1;0_390_1_9_1;0_1000_1_9_3;93_1_1_1_6;154_0_1_1_294;363_0_1_1_294;460_0_1_1_294;626_0_1_1_294;668_0_1_1_294;716_0_1_2_294;716_1000_1_2_3;718_1000_1_1_3;995_0_1_1_294;1013_0_1_1_294;1018_0_1_1_294;1080_0_1_1_294;1109_0_1_1_294;1311_0_1_1_294;1400_0_280_311_294;1400_1_5_311_6;1400_2_7_311_7;1400_3_4_311_4;1400_4_7_311_7;1400_9_1_311_1;1400_11_1_311_1;1400_15_1_311_1;1400_27_1_311_1;1400_188_1_311_1;1400_240_1_311_2;1400_255_1_311_1;1400_265_1_311_2	0	1400	1332.657	1400	1400	1400	0	1400	1400	270.6042	0	-4.188197	16.52048	0.5	1000	18.07934	0.5	0.5	0.5	0	0.5	999.5	105.1062	0	7.850752	67.20974
B	350	0x0400000000004001	1751528952.464296000	1751528976.059829000	23.595533000	1	3	eth:ipv4:tcp	a2:78:2d:14:60:64	dc:f5:05:6c:94:45	0x0800		51.8.64.151	de	"-"	443	172.20.10.4	05	"Private network"	57088	6	0x00	1	a2:78:2d:14:60:64_dc:f5:05:6c:94:45_234	-_AzureWave,TW	443	https	"TLS"	EU	DE	"--"	--	200	51.299300	9.491000	"Europe/Berlin"	--	--	"--"	--	0	0.000000	0.000000	""	0x00	234	335	0	6488	446440	0	1400	27.7265	188.2894	0	7.701831	0.1008356	0.8337773	9.917131	274.9673	-0.1775044	-0.9713508	0x0a11	1	61496	42	42	0	0x00	0x4000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	1870136293	234	6488	0	234	446440	0	2800	64240	850094.5	64128	854784	1	205	1	0	0x031b	0x0000	64240_2-1-1-4-1-31400_7	1	6	0x0000001e	1400	128	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.000343008	4.8e-05	7.441727	0.3381745	1.485451	0.4867458	1.491289	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0x0000	0x0000	0x00_0x0000_0x0000	0_0_0_0	0																0x04e00020	0x00000001	0x00	0x0303	1	0x0303	1	0x0303	0x00	0x0000000000000000	0xc030	5	0xff01;0x0000;0x000b;0x0023;0x0010	0		0		0		3	0x00;0x01;0x02	1	"http/1.1"	0		0		1	0xc030	1_0_4_3_0	0	135677541.000000000																					c8d5b17a0fd5b4ee799ca8bd692fee69		t1205h1_c030_4527d988f689		1	14	1	81	81	81	534	36129	23	0_0_153_226_156;0_1_17_226_18;0_2_20_226_21;0_3_10_226_11;0_4_11_226_11;0_5_2_226_2;0_6_1_226_1;0_11_2_226_2;0_18_1_226_1;0_38_1_226_1;0_188_1_226_1;0_191_1_226_1;0_250_1_226_1;0_265_1_226_1;0_270_1_226_1;0_1000_3_226_3;274_255_1_1_1;311_2_1_3_21;311_3_1_3_11;311_28_1_3_1;1185_0_1_1_156;1296_1_1_1_18;1400_0_2_2_156	0	1400	27.7265	0	0	0	0	0	1400	175.2799	0	7.012519	49.05021	0.5	1000	20.60515	0.5	0.5	2.5	2	0.5	999.5	118.4076	1.4826	7.502218	58.1279
A	386	0x0400000000004000	1751528999.007681000	1751528999.142596000	0.134915000	1	3	eth:ipv4:tcp	dc:f5:05:6c:94:45	a2:78:2d:14:60:64	0x0800		172.20.10.4	05	"Private network"	57107	1.1.1.1	us	"APNIC and Cloudflare DNS Resol"	53	6	0x00	1	dc:f5:05:6c:94:45_a2:78:2d:14:60:64_6	AzureWave,TW_-	53	domain	"DNS"	--	--	"--"	--	0	0.000000	0.000000	""	OC	AU	"--"	--	1000	-33.494000	143.210400	"Australia/Sydney"	0x00	6	5	0	45	118	0	43	7.5	18.27418	0	0.066189	0.02248583	0.03691079	44.47245	333.5434	0.09090909	-0.4478528	0x0a11	1	7	128	128	0	0x00	0x0040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	651328718	5	45	0	5	118	0	45	64240	45793.55	0	65792	1	1	2	0	0x051f	0x0000	64240_2-1-3-1-1-41460_8	1	6	0x0000001e	1460	256	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.065981	0.007365008	0.065981	0.0253458	0.03147457	0.066189	0	0x42	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0x8001	0x0000	0x00_0x0000_0x0000	0_0_0_0	0																0x00000000	0x00000000	0x00	0x0000	0		0		0x00	0x0000000000000000	0x0000	0		0		0		0		0		0		0		0		0		0_0_0_0_0	0																										15	1	12	12	0.8	1	1677	1237881	6	0_0_1_4_3;0_7_1_4_1;0_60_1_4_1;0_66_1_4_1;2_0_1_1_3;43_0_1_1_3	0	43	7.5	0	0	2	2	0	43	15.89287	1.4826	1.780521	1.184542	0.5	66.5	27.1	4	34	63.5	59.5	0.5	66	33.41856	33.41856	0.3988039	-1.796556
B	386	0x0400000000004001	1751528999.073662000	1751528999.181249000	0.107587000	1	3	eth:ipv4:tcp	a2:78:2d:14:60:64	dc:f5:05:6c:94:45	0x0800		1.1.1.1	us	"APNIC and Cloudflare DNS Resol"	53	172.20.10.4	05	"Private network"	57107	6	0x00	1	a2:78:2d:14:60:64_dc:f5:05:6c:94:45_5	-_AzureWave,TW	53	domain	"DNS"	OC	AU	"--"	--	1000	-33.494000	143.210400	"Australia/Sydney"	--	--	"--"	--	0	0.000000	0.000000	""	0x00	5	6	0	118	45	0	118	23.6	54.39531	0	0.068412	0.0215174	0.03703362	46.47401	1096.787	-0.09090909	0.4478528	0x0a11	1	46499	53	53	0	0x00	0x4000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	1868540352	5	118	0	5	45	0	118	65535	115336.6	65535	131072	0	1	1	0	0x031b	0x0000	65535_2-1-1-4-1-31400_13	1	6	0x0000001e	1400	8192	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.000208	0.000208	0.06104699	0.01051033	0.02524917	0.03585614	0.04035058	0x12	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0x0201	0x8180	0x98_0x0001_0x0001	1_1_0_0	2.697675	"chrome.cloudflare-dns.com"	"chrome.cloudflare-dns.com"	""			65	1	65	1	203	0	0	0	0	0x00000000	0x00000000	0x00000000	0x00	0x0000	0		0		0x00	0x0000000000000000	0x0000	0		0		0		0		0		0		0		0		0		0_0_0_0_0	0																										1	15	11	11	11	1	93	1819	4	0_0_2_4_3;0_39_1_4_1;0_68_1_4_1;118_0_1_1_3	0	118	23.6	0	0	29.5	29.5	0	118	47.2	21.86835	1.5	0.2500002	0.5	68.5	27.25	0.5	39.5	68.5	68	0.5	68	33.07945	33.07945	0.3588263	-1.536849
A	28	0x0800000000008000	1751528882.155284000	1751528882.155284000	0.000000000	1	3	eth:ipv6:tcp	dc:f5:05:6c:94:45	a2:78:2d:14:60:64	0x86dd		2401:4900:51ed:bd51:1cd7:14b4:da09:b3a	in	"Bharti Airtel Limited"	36264	2a04:4e42:24::485	nl	"US-FASTLY-20130718"	443	6	0x00	1	dc:f5:05:6c:94:45_a2:78:2d:14:60:64_1	AzureWave,TW_-	443	https	"TLS"	AS	IN	"--"	--	100	20.000000	77.000000	"Asia/Kolkata"	EU	--	"--"	--	100	47.000000	8.000000	"Europe/Vaduz"	0x00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0x0013	65535	0	254	254	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2101070342	0	0	0	0	0	0	0	65330	65330	65330	65330	0	0	0	0	0x0002	0x1000	65330_2-4-8-1-31390_7	1	5	0x0000011e	1390	128	0x0000	0x00	0	0x00	1795790842	0	0.1	179579086.875937	1571949795.3575314431	0	65535	0	0	0	0	0	0x03	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0x0000	0x0000	0x00_0x0000_0x0000	0_0_0_0	0																0x00000000	0x00000000	0x00	0x0000	0		0		0x00	0x0000000000000000	0x0000	0		0		0		0		0		0		0		0		0		0_0_0_0_0	0																										7	1	10	18	2.571429	1.8	112	0	1	0_0_1_1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A	31	0x0800000000008000	1751528882.298897000	1751528882.298897000	0.000000000	1	3	eth:ipv6:tcp	dc:f5:05:6c:94:45	a2:78:2d:14:60:64	0x86dd		2401:4900:51ed:bd51:1cd7:14b4:da09:b3a	in	"Bharti Airtel Limited"	36280	2a04:4e42:24::485	nl	"US-FASTLY-20130718"	443	6	0x00	1	dc:f5:05:6c:94:45_a2:78:2d:14:60:64_1	AzureWave,TW_-	443	https	"TLS"	AS	IN	"--"	--	100	20.000000	77.000000	"Asia/Kolkata"	EU	--	"--"	--	100	47.000000	8.000000	"Europe/Vaduz"	0x00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0x0013	65535	0	254	254	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	1827306641	0	0	0	0	0	0	0	65330	65330	65330	65330	0	0	0	0	0x0002	0x1000	65330_2-4-8-1-31390_7	1	5	0x0000011e	1390	128	0x0000	0x00	0	0x00	1795790986	0	0.1	179579101.275937	1571949781.022959920	0	65535	0	0	0	0	0	0x03	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0x0000	0x0000	0x00_0x0000_0x0000	0_0_0_0	0																0x00000000	0x00000000	0x00	0x0000	0		0		0x00	0x0000000000000000	0x0000	0		0		0		0		0		0		0		0		0		0_0_0_0_0	0																										7	1	9	17	2.428571	1.888889	112	0	1	0_0_1_1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A	33	0x0800000000008000	1751528882.372556000	1751528882.372556000	0.000000000	1	3	eth:ipv6:tcp	dc:f5:05:6c:94:45	a2:78:2d:14:60:64	0x86dd		2401:4900:51ed:bd51:1cd7:14b4:da09:b3a	in	"Bharti Airtel Limited"	43970	2606:4700:9762:e632:f4c5:0:6811:180e	us	"Cloudflare"	443	6	0x00	1	dc:f5:05:6c:94:45_a2:78:2d:14:60:64_1	AzureWave,TW_-	443	https	"TLS"	AS	IN	"--"	--	100	20.000000	77.000000	"Asia/Kolkata"	NA	US	"--"	--	100	37.751000	-97.822000	"America/Chicago"	0x00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0x0013	65535	0	254	254	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	340598961	0	0	0	0	0	0	0	65330	65330	65330	65330	0	0	0	0	0x0002	0x1000	65330_2-4-8-1-31390_7	1	5	0x0000011e	1390	128	0x0000	0x00	0	0x00	3348791165	0	0.1	334879121.490088	1416649760.4178435609	0	65535	0	0	0	0	0	0x03	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0x0000	0x0000	0x00_0x0000_0x0000	0_0_0_0	0																0x00000000	0x00000000	0x00	0x0000	0		0		0x00	0x0000000000000000	0x0000	0		0		0		0		0		0		0		0		0		0_0_0_0_0	0																										7	1	4	16	2.285714	4	112	0	1	0_0_1_1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A	34	0x0800000000008000	1751528882.382096000	1751528882.382096000	0.000000000	1	3	eth:ipv6:tcp	dc:f5:05:6c:94:45	a2:78:2d:14:60:64	0x86dd		2401:4900:51ed:bd51:1cd7:14b4:da09:b3a	in	"Bharti Airtel Limited"	36294	2a04:4e42:24::485	nl	"US-FASTLY-20130718"	443	6	0x00	1	dc:f5:05:6c:94:45_a2:78:2d:14:60:64_1	AzureWave,TW_-	443	https	"TLS"	AS	IN	"--"	--	100	20.000000	77.000000	"Asia/Kolkata"	EU	--	"--"	--	100	47.000000	8.000000	"Europe/Vaduz"	0x00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0x0013	65535	0	254	254	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3739551662	0	0	0	0	0	0	0	65330	65330	65330	65330	0	0	0	0	0x0002	0x1000	65330_2-4-8-1-31390_7	1	5	0x0000011e	1390	128	0x0000	0x00	0	0x00	1795791069	0	0.1	179579109.575937	1571949772.4102126085	0	65535	0	0	0	0	0	0x03	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0x0000	0x0000	0x00_0x0000_0x0000	0_0_0_0	0																0x00000000	0x00000000	0x00	0x0000	0		0		0x00	0x0000000000000000	0x0000	0		0		0		0		0		0		0		0		0		0_0_0_0_0	0																										7	1	8	15	2.142857	1.875	112	0	1	0_0_1_1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A	35	0x0800000000008000	1751528882.396656000	1751528882.396656000	0.000000000	1	3	eth:ipv6:tcp	dc:f5:05:6c:94:45	a2:78:2d:14:60:64	0x86dd		2401:4900:51ed:bd51:1cd7:14b4:da09:b3a	in	"Bharti Airtel Limited"	36298	2a04:4e42:24::485	nl	"US-FASTLY-20130718"	443	6	0x00	1	dc:f5:05:6c:94:45_a2:78:2d:14:60:64_1	AzureWave,TW_-	443	https	"TLS"	AS	IN	"--"	--	100	20.000000	77.000000	"Asia/Kolkata"	EU	--	"--"	--	100	47.000000	8.000000	"Europe/Vaduz"	0x00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0x0013	65535	0	254	254	0	0x00	0x0000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2990564220	0	0	0	0	0	0	0	65330	65330	65330	65330	0	0	0	0	0x0002	0x1000	65330_2-4-8-1-31390_7	1	5	0x0000011e	1390	128	0x0000	0x00	0	0x00	1795791084	0	0.1	179579111.075937	1571949771.320718759	0	65535	0	0	0	0	0	0x03	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0x0000	0x0000	0x00_0x0000_0x0000	0_0_0_0	0																0x00000000	0x00000000	0x00	0x0000	0		0		0x00	0x0000000000000000	0x0000	0		0		0		0		0		0		0		0		0		0_0_0_0_0	0																										7	1	7	14	2	2	112	0	1	0_0_1_1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A	382	0x0400000000004000	1751528990.919221000	1751528996.064070000	5.144849000	1	3	eth:ipv4:tcp	dc:f5:05:6c:94:45	a2:78:2d:14:60:64	0x0800		172.20.10.4	05	"Private network"	57104	51.8.64.151	de	"-"	443	6	0x00	1	dc:f5:05:6c:94:45_a2:78:2d:14:60:64_10	AzureWave,TW_-	443	https	"TLS"	--	--	"--"	--	0	0.000000	0.000000	""	EU	DE	"--"	--	200	51.299300	9.491000	"Europe/Berlin"	0x00	10	9	0	2087	5555	0	1400	208.7	514.952	0	4.106327	0.5144849	1.277886	1.943692	405.6485	0.05263158	-0.4538079	0x0a11	1	8	128	128	0	0x00	0x4040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3645484038	9	2087	0	9	5555	0	1994	64240	65505.46	64240	65792	1	2	2	0	0x011b	0x0000	64240_2-1-3-1-1-41460_8	1	6	0x0000001e	1460	256	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.2373461	0.002182976	0.269661	0.2172689	0.08267339	0.2374821	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0x0000	0x0000	0x00_0x0000_0x0000	0_0_0_0	0																0x0ee40020	0x00000003	0x00	0x0303	2	0x0301;0x0303	1	0x0303	0x00	0x0000000000000000	0x2a2a	10	0x8a8a;0x0017;0x44cd;0xfe0d;0x0023;0x0000;0x0010;0x002d;0x001b;0x0033	0		0		0		0		2	"h2";"http/1.1"	0		0		16	0x2a2a;0x1301;0x1302;0x1303;0xc02b;0xc02f;0xc02c;0xc030;0xcca9;0xcca8;0xc013;0xc014;0x009c;0x009d;0x002f;0x0035	1_0_3_0_0	32	1659426985.000000000	"h.clarity.ms"																						t12d1509h2_8daaf6152771_fb98fc338f85		15	1	8	88	5.866667	11	1709	1243758	10	0_0_1_7_4;0_2_1_7_1;0_235_1_7_1;0_240_1_7_1;0_245_1_7_1;0_310_1_7_1;0_1000_1_7_1;93_0_1_1_4;594_0_1_1_4;1400_0_1_1_4	0	1400	208.7	0	0	93	93	0	1400	434.2727	68.9409	2.054571	2.762647	0.5	1000	227.1111	1.5	240	280	278.5	0.5	999.5	318.1817	206.452	1.712542	2.040068
B	382	0x0400000000004001	1751528991.156567000	1751528996.063902000	4.907335000	1	3	eth:ipv4:tcp	a2:78:2d:14:60:64	dc:f5:05:6c:94:45	0x0800		51.8.64.151	de	"-"	443	172.20.10.4	05	"Private network"	57104	6	0x00	1	a2:78:2d:14:60:64_dc:f5:05:6c:94:45_9	-_AzureWave,TW	443	https	"TLS"	EU	DE	"--"	--	200	51.299300	9.491000	"Europe/Berlin"	--	--	"--"	--	0	0.000000	0.000000	""	0x00	9	10	0	5555	2087	0	1400	617.2222	712.5465	0	4.393324	0.5452594	1.448485	1.833989	1131.979	-0.05263158	0.4538079	0x0211	1	23945	41	41	0	0x00	0x4000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	1351929795	9	5555	0	9	2087	0	4096	64240	64134.46	64128	64240	1	0	0	0	0x031b	0x0000	64240_2-1-1-4-1-31400_7	1	6	0x0000001e	1400	128	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.000136	0.000114016	4.147319	0.4192018	1.318049	0.6364707	1.320639	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0x0000	0x0000	0x00_0x0000_0x0000	0_0_0_0	0																0x04e00020	0x00000001	0x08	0x0303	1	0x0303	1	0x0303	0x00	0x0000000000000000	0xc030	5	0xff01;0x0000;0x000b;0x0023;0x0010	0		0		0		3	0x00;0x01;0x02	1	"http/1.1"	0		0		1	0xc030	1_0_4_0_0	0	1946720373.000000000	"h.clarity.ms"																				c8d5b17a0fd5b4ee799ca8bd692fee69		t1205h1_c030_4527d988f689		1	15	7	87	87	12.42857	571	58971	7	0_0_2_4_5;0_240_1_4_1;0_1000_1_4_1;274_270_1_1_1;1185_2_1_1_1;1296_0_1_1_5;1400_0_2_2_5	0	1400	617.2222	0	274	1322	1322	0	1400	636.8541	636.8541	0.2039283	-1.877717	0.5	1000	189.9375	0.5	2.5	272.5	272	0.5	999.5	347.3285	201.6336	1.816922	1.902902
A	381	0x0400000000004000	1751528990.668677000	1751528996.120147000	5.451470000	1	3	eth:ipv4:tcp	dc:f5:05:6c:94:45	a2:78:2d:14:60:64	0x0800		172.20.10.4	05	"Private network"	57103	51.8.64.151	de	"-"	443	6	0x00	1	dc:f5:05:6c:94:45_a2:78:2d:14:60:64_14	AzureWave,TW_-	443	https	"TLS"	--	--	"--"	--	0	0.000000	0.000000	""	EU	DE	"--"	--	200	51.299300	9.491000	"Europe/Berlin"	0x00	14	11	0	5805	5866	0	1400	414.6429	619.7697	0	4.147333	0.3893907	1.09737	2.568115	1064.85	0.12	-0.00522663	0x0a11	1	4	128	128	0	0x00	0x4040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3830465655	13	5805	0	13	5866	0	3875	64240	65272.39	64240	65792	1	1	2	0	0x011b	0x0000	64240_2-1-3-1-1-41460_8	1	6	0x0000001e	1460	256	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.313566	0.002068	0.369908	0.2760306	0.1445232	0.313845	0	0x00	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0x0000	0x0000	0x00_0x0000_0x0000	0_0_0_0	0																0x0ee40020	0x00000000	0x08	0x0303	2	0x0301;0x0303	1	0x0303	0x00	0x0000000000000000	0xbaba	5	0xbaba;0x000b;0x0033;0xff01;0x0010	0		0		0		1	0x00	0		0		0		16	0xbaba;0x1301;0x1302;0x1303;0xc02b;0xc02f;0xc02c;0xc030;0xcca9;0xcca8;0xc013;0xc014;0x009c;0x009d;0x002f;0x0035	1_0_3_2_0	32	4159261569.000000000																							t12i150400_8daaf6152771_bf2b475d71b9		15	1	6	86	5.733333	14.33333	1711	1243758	12	0_0_1_7_7;0_2_1_7_1;0_300_1_7_1;0_310_2_7_2;0_370_1_7_1;0_1000_1_7_1;93_0_1_1_7;266_0_1_1_7;530_0_1_1_7;716_0_1_1_7;1400_0_2_3_7;1400_1_1_3_1	0	1400	414.6429	0	46.5	716	716	0	1400	557.1586	530.7708	0.9760745	-0.73579	0.5	1000	177.4615	0.5	2	312.5	312	0.5	999.5	291.0013	231.2856	1.854041	2.890305
