%dir	flowInd	flowStat	timeFirst	timeLast	duration	numHdrDesc	numHdrs	hdrDesc	srcMac	dstMac	ethType	vlanID	srcIP	srcIPCC	srcIPOrg	srcPort	dstIP	dstIPCC	dstIPOrg	dstPort	l4Proto	macStat	macPairs	srcMac_dstMac_numP	srcMacLbl_dstMacLbl	dstPortClassN	dstPortClass	nDPIclass	srcIpContinent	srcIpCountry	srcIpCity	srcIpPostcode	srcIpAccuracy	srcIpLat	srcIpLong	srcIpTimeZone	dstIpContinent	dstIpCountry	dstIpCity	dstIpPostcode	dstIpAccuracy	dstIpLat	dstIpLong	dstIpTimeZone	geoStat	pktsSnt	pktsRcvd	padBytesSnt	l7BytesSnt	l7BytesRcvd	minL7PktSz	maxL7PktSz	avgL7PktSz	stdL7PktSz	minIAT	maxIAT	avgIAT	stdIAT	pktps	bytps	pktAsm	bytAsm	tcpFStat	ipMindIPID	ipMaxdIPID	ipMinTTL	ipMaxTTL	ipTTLChg	ipToS	ipFlags	ipOptCnt	ipOptCpCl_Num	ip6OptCntHH_D	ip6OptHH_D	tcpISeqN	tcpPSeqCnt	tcpSeqSntBytes	tcpSeqFaultCnt	tcpPAckCnt	tcpFlwLssAckRcvdBytes	tcpAckFaultCnt	tcpBFlgtMx	tcpInitWinSz	tcpAvgWinSz	tcpMinWinSz	tcpMaxWinSz	tcpWinSzDwnCnt	tcpWinSzUpCnt	tcpWinSzChgDirCnt	tcpWinSzThRt	tcpFlags	tcpAnomaly	tcpJA4T	tcpOptPktCnt	tcpOptCnt	tcpOptions	tcpMSS	tcpWS	tcpMPTBF	tcpMPF	tcpMPAID	tcpMPDSSF	tcpTmS	tcpTmER	tcpEcI	tcpUtm	tcpBtm	tcpSSASAATrip	tcpRTTAckTripMin	tcpRTTAckTripMax	tcpRTTAckTripAvg	tcpRTTAckTripJitAvg	tcpRTTSseqAA	tcpRTTAckJitAvg	tcpStatesAFlags	icmpStat	icmpTCcnt	icmpBFTypH_TypL_Code	icmpTmGtw	icmpEchoSuccRatio	icmpPFindex	dnsStat	dnsHdrOPField	dnsHFlg_OpC_RetC	dnsCntQu_Asw_Aux_Add	dnsAAAqF	dnsQname	dnsAname	dnsAPname	dns4Aaddress	dns6Aaddress	dnsQType	dnsQClass	dnsAType	dnsAClass	dnsATTL	dnsMXpref	dnsSRVprio	dnsSRVwgt	dnsSRVprt	dnsOptStat	sslStat	sslProto	sslFlags	sslVersion	sslNumRecVer	sslRecVer	sslNumHandVer	sslHandVer	sslVuln	sslAlert	sslCipher	sslNumExt	sslExtList	sslNumSuppVer	sslSuppVer	sslNumSigAlg	sslSigAlg	sslNumECPt	sslECPt	sslNumECFormats	sslECFormats	sslNumALPN	sslALPNList	sslNumALPS	sslALPSList	sslNumNPN	sslNPNList	sslNumCipher	sslCipherList	sslNumCC_A_H_AD_HB	sslSessIdLen	sslGMTTime	sslServerName	sslCertVersion	sslCertSerial	sslCertSha1FP	sslCNotValidBefore_after_lifetime	sslCSigAlg	sslCKeyAlg	sslCPKeyType_Size	sslCSubjectCommonName	sslCSubjectOrgName	sslCSubjectOrgUnit	sslCSubjectLocality	sslCSubjectState	sslCSubjectCountry	sslCIssuerCommonName	sslCIssuerOrgName	sslCIssuerOrgUnit	sslCIssuerLocality	sslCIssuerState	sslCIssuerCountry	sslJA3Hash	sslJA3Desc	sslJA4	sslJA4Desc	connSip	connDip	connSipDip	connSipDprt	connF	connG	connNumPCnt	connNumBCnt	tCnt	Ps_Iat_Cnt_PsCnt_IatCnt	dsMinPl	dsMaxPl	dsMeanPl	dsLowQuartilePl	dsMedianPl	dsUppQuartilePl	dsIqdPl	dsModePl	dsRangePl	dsStdPl	dsRobStdPl	dsSkewPl	dsExcPl	dsMinIat	dsMaxIat	dsMeanIat	dsLowQuartileIat	dsMedianIat	dsUppQuartileIat	dsIqdIat	dsModeIat	dsRangeIat	dsStdIat	dsRobStdIat	dsSkewIat	dsExcIat
A	286	0x0800000000008000	1751528935.203010000	1751528941.067503000	5.864493000	1	3	eth:ipv6:tcp	dc:f5:05:6c:94:45	a2:78:2d:14:60:64	0x86dd		2401:4900:55b5:174c:82d:35b6:789d:15bf	in	"Bharti Airtel Limited"	57043	2a00:86c0:8008:0:17::1	gb	"US-NETFLIX1-20120130"	443	6	0x00	1	dc:f5:05:6c:94:45_a2:78:2d:14:60:64_9	AzureWave,TW_-	443	https	"TLS.NetFlix"	AS	IN	"--"	--	100	20.000000	77.000000	"Asia/Kolkata"	EU	GB	"--"	--	100	54.000000	-2.000000	"Europe/London"	0x00	9	10	0	1910	4376	0	1380	212.2222	521.1689	0	5.055319	0.6516103	1.670698	1.53466	325.6889	-0.05263158	-0.3923003	0x0a11	65535	0	64	64	0	0x00	0x4000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	408654076	8	1910	0	8	4376	0	1846	65330	46107.4	0	66048	2	1	2	0	0x051f	0x0000	65330_2-1-3-1-1-41390_8	1	6	0x0000001e	1390	256	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.2666	0.004387968	0.299524	0.2180473	0.1166113	0.266769	0	0x42	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0x0000	0x0000	0x00_0x0000_0x0000	0_0_0_0	0																0x0ee40020	0x00000000	0x08	0x0304	2	0x0301;0x0303	1	0x0303	0x00	0x0000000000000000	0xfafa	3	0x0a0a;0x000b;0x0033	0		0		0		1	0x00	0		0		0		16	0xfafa;0x1301;0x1302;0x1303;0xc02b;0xc02f;0xc02c;0xc030;0xcca9;0xcca8;0xc013;0xc014;0x009c;0x009d;0x002f;0x0035	1_0_1_1_0	32	2404846583.000000000																							t12i150200_8daaf6152771_9dafd6ca875a		60	1	4	238	3.966667	59.5	7643	1813633	9	0_0_1_6_2;0_4_1_6_1;0_255_1_6_1;0_265_1_6_1;0_270_1_6_1;0_1000_1_6_1;64_3_1_1_1;466_0_1_1_2;1380_1_1_1_1	0	1380	212.2222	0	0	164.5	164.5	0	1380	437.2017	121.9438	2.058502	2.706595	0.5	1000	225.9375	3.5	257.5	272.5	269	0.5	999.5	338.8577	199.4097	1.64607	1.569182
B	286	0x0800000000008001	1751528935.469610000	1751528941.067212000	5.597602000	1	3	eth:ipv6:tcp	a2:78:2d:14:60:64	dc:f5:05:6c:94:45	0x86dd		2a00:86c0:8008:0:17::1	gb	"US-NETFLIX1-20120130"	443	2401:4900:55b5:174c:82d:35b6:789d:15bf	in	"Bharti Airtel Limited"	57043	6	0x00	1	a2:78:2d:14:60:64_dc:f5:05:6c:94:45_10	-_AzureWave,TW	443	https	"TLS.NetFlix"	EU	GB	"--"	--	100	54.000000	-2.000000	"Europe/London"	AS	IN	"--"	--	100	20.000000	77.000000	"Asia/Kolkata"	0x00	10	9	0	4376	1910	0	1380	437.6	691.5948	0	5.015346	0.5597602	1.580901	1.786479	781.7634	0.05263158	0.3923003	0x0211	65535	0	55	55	0	0x84	0x4000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	718260242	10	4376	0	10	1910	0	2760	64800	63179.08	63104	64800	2	0	0	0	0x031b	0x0000	64800_2-1-1-4-1-31380_7	1	6	0x0000001e	1380	128	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.000169024	8.2048e-05	4.755795	0.5291708	1.597319	0.7472181	1.60157	0x02	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0x0000	0x0000	0x00_0x0000_0x0000	0_0_0_0	0																0x0ce00000	0x00000000	0x00	0x0304	1	0x0303	1	0x0303	0x00	0x0000000000000000	0x1301	2	0x002b;0x0033	1	0x0304	0		0		0		0		0		0		1	0x1301	1_0_1_3_0	32	1608531109.000000000																					f4febc55ea12b31ae17cfb7e614afda8		t130200_1301_a56c5b993250	"Sliver Agent"	1	60	3	237	237	79	25	14078	9	0_0_2_5_4;0_3_1_5_1;0_265_1_5_1;0_300_1_5_1;24_1000_1_1_1;212_0_1_1_4;1380_0_1_3_4;1380_1_1_3_1;1380_4_1_3_1	0	1380	437.6	0	12	1380	1380	0	1380	619.9825	619.9825	0.8433061	-1.252777	0.5	1000	175.6667	1	4	285	284	0.5	999.5	332.6727	210.5292	1.913784	2.368303
A	235	0x0400000000004000	1751528932.046690000	1751528941.068327000	9.021637000	1	3	eth:ipv4:tcp	dc:f5:05:6c:94:45	a2:78:2d:14:60:64	0x0800		172.20.10.4	05	"Private network"	57003	50.31.142.95	us	"Server Central Network"	443	6	0x00	1	dc:f5:05:6c:94:45_a2:78:2d:14:60:64_11	AzureWave,TW_-	443	https	"TLS"	--	--	"--"	--	0	0.000000	0.000000	""	NA	US	"Chicago"	60604	1000	41.877700	-87.637600	"America/Chicago"	0x00	11	10	0	2848	5221	0	1400	258.9091	532.2245	0	7.684678	0.8201488	2.293708	1.219291	315.6855	0.04761905	-0.2940885	0x0a11	1	6	128	128	0	0x00	0x4040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	1115052303	10	2848	0	10	5221	0	1825	64240	45435.87	0	65792	3	1	4	0	0x051f	0x0000	64240_2-1-3-1-1-41460_8	1	6	0x0000001e	1460	256	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.261067	0.02856	0.410907	0.296124	0.1276391	0.261297	0	0x42	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0x0000	0x0000	0x00_0x0000_0x0000	0_0_0_0	0																0x0ee40020	0x00000000	0x08	0x0304	2	0x0301;0x0303	1	0x0303	0x00	0x0000000000000000	0x3a3a	11	0x0a0a;0x000a;0x0023;0xff01;0x000d;0x000b;0x002b;0x002d;0x001b;0xfe0d;0x0033	3	0xcaca;0x0304;0x0303	8	0x0403;0x0804;0x0401;0x0503;0x0805;0x0501;0x0806;0x0601	5	0x6a6a;0x11ec;0x001d;0x0017;0x0018	1	0x00	0		0		0		16	0x3a3a;0x1301;0x1302;0x1303;0xc02b;0xc02f;0xc02c;0xc030;0xcca9;0xcca8;0xc013;0xc014;0x009c;0x009d;0x002f;0x0035	1_0_1_2_0	32	2832562963.000000000																							t13i151000_8daaf6152771_d06e36decc90		22	1	6	92	4.181818	15.33333	1191	766383	10	0_0_1_7_2;0_125_1_7_1;0_250_1_7_1;0_260_2_7_2;0_410_1_7_1;0_1000_1_7_1;80_8_1_1_1;425_0_1_1_2;943_13_1_1_1;1400_1_1_1_1	0	1400	258.9091	0	0	338.75	338.75	0	1400	457.1553	251.1154	1.601694	1.05387	0.5	1000	234.2	13.5	252.5	262.5	249	262.5	999.5	305.7422	184.5837	1.664473	2.029931
B	235	0x0400000000004001	1751528932.307757000	1751528941.068100000	8.760343000	1	3	eth:ipv4:tcp	a2:78:2d:14:60:64	dc:f5:05:6c:94:45	0x0800		50.31.142.95	us	"Server Central Network"	443	172.20.10.4	05	"Private network"	57003	6	0x00	1	a2:78:2d:14:60:64_dc:f5:05:6c:94:45_10	-_AzureWave,TW	443	https	"TLS"	NA	US	"Chicago"	60604	1000	41.877700	-87.637600	"America/Chicago"	--	--	"--"	--	0	0.000000	0.000000	""	0x00	10	11	0	5221	2848	0	1400	522.1	697.7842	0	8.042603	0.8760343	2.539562	1.141508	595.9813	-0.04761905	0.2940885	0x0a11	1	43133	43	43	0	0x00	0x4000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	1693553237	10	5221	0	10	2848	0	3857	42340	42489.71	42340	42496	0	1	1	0	0x031b	0x0000	42340_2-1-1-4-1-31400_9	1	6	0x0000001e	1400	512	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.000230016	0.000178048	7.78124	0.7197562	2.353883	1.01588	2.357341	0x02	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0x0000	0x0000	0x00_0x0000_0x0000	0_0_0_0	0																0x0ce00000	0x00000000	0x00	0x0304	1	0x0303	1	0x0303	0x00	0x0000000000000000	0x1302	2	0x002b;0x0033	1	0x0304	0		0		0		0		0		0		1	0x1302	1_0_1_6_0	32	603499778.000000000																					15af977ce25de452b96affa2addb1036		t130200_1302_a56c5b993250		1	22	5	91	91	18.2	31	14393	8	0_0_2_3_6;0_410_1_3_1;24_1000_1_1_1;79_0_1_2_6;79_275_1_2_1;1057_0_1_1_6;1182_28_1_1_1;1400_0_2_2_6	0	1400	522.1	0	79	1182	1182	0	1400	610.0448	610.0448	0.4709003	-1.685158	0.5	1000	191.5	0.5	14.5	346.25	345.75	0.5	999.5	339.1155	256.3045	1.703683	1.648896
A	236	0x0800000000008000	1751528932.092546000	1751528941.075018000	8.982472000	1	3	eth:ipv6:tcp	dc:f5:05:6c:94:45	a2:78:2d:14:60:64	0x86dd		2401:4900:55b5:174c:82d:35b6:789d:15bf	in	"Bharti Airtel Limited"	57004	2600:1f10:4ce4:4a02:7922:533d:7c7e:49c6	-	"-"	443	6	0x00	1	dc:f5:05:6c:94:45_a2:78:2d:14:60:64_14	AzureWave,TW_-	443	https	"TLS"	AS	IN	"--"	--	100	20.000000	77.000000	"Asia/Kolkata"	NA	US	"--"	--	100	37.751000	-97.822000	"America/Chicago"	0x00	14	14	0	2856	5127	0	1380	204	457.0067	0	7.715307	0.6416051	2.047248	1.558591	317.9525	0	-0.2844795	0x0a11	65535	0	64	64	0	0x00	0x4000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2852378719	13	2856	0	13	5127	0	1796	65330	45789.61	0	66048	5	1	5	0	0x051f	0x0000	65330_2-1-3-1-1-41390_8	1	6	0x0000001e	1390	256	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.253291	0.000196	0.37461	0.2639465	0.1281868	0.253536	0	0x42	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0x0000	0x0000	0x00_0x0000_0x0000	0_0_0_0	0																0x0ee40020	0x00000000	0x00	0x0303	2	0x0301;0x0303	1	0x0303	0x00	0x0000000000000000	0x6a6a	8	0xbaba;0x000a;0x001b;0xfe0d;0x44cd;0x0023;0x000b;0x0033	0		0		5	0x9a9a;0x11ec;0x001d;0x0017;0x0018	1	0x00	0		0		0		16	0x6a6a;0x1301;0x1302;0x1303;0xc02b;0xc02f;0xc02c;0xc030;0xcca9;0xcca8;0xc013;0xc014;0x009c;0x009d;0x002f;0x0035	1_0_3_3_0	32	363370509.000000000																							t12i150700_8daaf6152771_1ef64f3910cd		60	1	4	236	3.933333	59	7645	1813664	13	0_0_2_8_3;0_75_1_8_1;0_250_1_8_1;0_260_1_8_1;0_265_1_8_1;0_370_1_8_1;0_1000_1_8_1;38_1_1_1_2;99_11_1_1_2;126_11_1_1_2;416_0_1_1_3;797_3_1_1_1;1380_1_1_1_2	0	1380	204	0	0	126	126	0	1380	392.5341	93.4038	2.09069	3.176847	0.5	1000	173.9231	2.5	43.5	265	262.5	0.5	999.5	282.2111	194.5912	2.077664	3.736461
B	236	0x0800000000008001	1751528932.345837000	1751528941.074821000	8.728984000	1	3	eth:ipv6:tcp	a2:78:2d:14:60:64	dc:f5:05:6c:94:45	0x86dd		2600:1f10:4ce4:4a02:7922:533d:7c7e:49c6	-	"-"	443	2401:4900:55b5:174c:82d:35b6:789d:15bf	in	"Bharti Airtel Limited"	57004	6	0x00	1	a2:78:2d:14:60:64_dc:f5:05:6c:94:45_14	-_AzureWave,TW	443	https	"TLS"	NA	US	"--"	--	100	37.751000	-97.822000	"America/Chicago"	AS	IN	"--"	--	100	20.000000	77.000000	"Asia/Kolkata"	0x00	14	14	0	5127	2856	0	1380	366.2143	613.4404	0	7.751761	0.6234989	2.06377	1.603852	587.3536	0	0.2844795	0x0a11	65535	0	242	242	0	0x00	0x4000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3944682717	14	5127	0	14	2856	0	4472	26823	33012.81	26823	33280	0	2	1	0	0x031b	0x0000	26823_2-1-1-4-1-31380_8	1	6	0x0000001e	1380	256	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.000244992	0.000118	7.487285	0.5447033	2.004213	0.8086498	2.008308	0x02	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0x0000	0x0000	0x00_0x0000_0x0000	0_0_0_0	0																0x04e00020	0x00000002	0x08	0x0303	1	0x0303	1	0x0303	0x00	0x0000000000000000	0xc02f	5	0x0000;0x000b;0xff01;0x0010;0x0023	0		0		0		1	0x00	1	"h2"	0		0		1	0xc02f	1_1_4_3_0	32	2553701411.000000000																					9567c957f3266d930f3376ffef9ece6a		t1205h2_c02f_34ad2860cfd7		1	60	3	235	235	78.33334	25	9903	11	0_0_2_5_9;0_290_1_5_1;0_300_1_5_1;0_375_1_5_1;31_1000_1_1_1;38_4_1_1_1;78_0_1_1_9;204_0_1_1_9;304_0_1_1_9;332_0_1_1_9;1380_0_3_3_9	0	1380	366.2143	0	58	332	332	0	1380	540.3943	246.1116	1.257714	-0.2437997	0.5	1000	152.3846	0.5	0.5	297.5	297	0.5	999.5	291.2212	220.1661	2.090398	3.581534
A	273	0x0800000000008000	1751528934.952098000	1751528941.076760000	6.124662000	1	3	eth:ipv6:tcp	dc:f5:05:6c:94:45	a2:78:2d:14:60:64	0x86dd		2401:4900:55b5:174c:82d:35b6:789d:15bf	in	"Bharti Airtel Limited"	57030	2a00:86c0:8008:0:17::1	gb	"US-NETFLIX1-20120130"	443	6	0x00	1	dc:f5:05:6c:94:45_a2:78:2d:14:60:64_12	AzureWave,TW_-	443	https	"TLS.NetFlix"	AS	IN	"--"	--	100	20.000000	77.000000	"Asia/Kolkata"	EU	GB	"--"	--	100	54.000000	-2.000000	"Europe/London"	0x00	12	15	0	2608	9702	0	1380	217.3333	487.3661	0	5.021085	0.5103885	1.433746	1.959292	425.8194	-0.1111111	-0.5762795	0x0a11	65535	0	64	64	0	0x00	0x4000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	1772463837	11	2608	0	11	9702	0	1782	65330	46190.32	0	66048	2	1	2	0	0x051f	0x0000	65330_2-1-3-1-1-41390_8	1	6	0x0000001e	1390	256	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.2615	0.000139968	0.284381	0.1843427	0.1384058	0.26169	0	0x42	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0x0000	0x0000	0x00_0x0000_0x0000	0_0_0_0	0																0x0ee40020	0x00000000	0x00	0x0304	2	0x0301;0x0303	1	0x0303	0x00	0x0000000000000000	0xcaca	12	0xbaba;0x0012;0x000a;0x002d;0xff01;0x0005;0x0000;0xfe0d;0x000d;0x44cd;0x0023;0x0033	0		8	0x0403;0x0804;0x0401;0x0503;0x0805;0x0501;0x0806;0x0601	5	0x1a1a;0x11ec;0x001d;0x0017;0x0018	0		0		0		0		16	0xcaca;0x1301;0x1302;0x1303;0xc02b;0xc02f;0xc02c;0xc030;0xcca9;0xcca8;0xc013;0xc014;0x009c;0x009d;0x002f;0x0035	1_0_1_2_0	32	410017451.000000000	"ipv6-g023-gru009-ix.1.ocga.nflxvideo.net"																						t12d151100_8daaf6152771_66d1cd88c9f5		60	1	2	234	3.9	117	7645	1813664	11	0_0_2_8_4;0_1_1_8_2;0_260_1_8_1;0_265_1_8_1;0_275_1_8_1;0_280_1_8_1;0_1000_1_8_1;64_5_1_1_1;402_0_1_1_4;762_0_1_1_4;1380_1_1_1_2	0	1380	217.3333	0	0	233	233	0	1380	416.7272	172.7229	1.904389	2.346556	0.5	1000	190.9091	1.5	134	277.5	276	0.5	999.5	299.3997	204.5988	1.919608	2.974434
B	273	0x0800000000008001	1751528935.213598000	1751528941.076668000	5.863070000	1	3	eth:ipv6:tcp	a2:78:2d:14:60:64	dc:f5:05:6c:94:45	0x86dd		2a00:86c0:8008:0:17::1	gb	"US-NETFLIX1-20120130"	443	2401:4900:55b5:174c:82d:35b6:789d:15bf	in	"Bharti Airtel Limited"	57030	6	0x00	1	a2:78:2d:14:60:64_dc:f5:05:6c:94:45_15	-_AzureWave,TW	443	https	"TLS.NetFlix"	EU	GB	"--"	--	100	54.000000	-2.000000	"Europe/London"	AS	IN	"--"	--	100	20.000000	77.000000	"Asia/Kolkata"	0x00	15	12	0	9702	2608	0	1380	646.8	684.0836	0	5.290145	0.3908713	1.363491	2.558387	1654.765	0.1111111	0.5762795	0x0211	65535	0	55	55	0	0x84	0x4000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	3805418646	15	9702	0	15	2608	0	2760	64800	62392.89	62336	64800	3	0	0	0	0x031b	0x0000	64800_2-1-1-4-1-31380_7	1	6	0x0000001e	1380	128	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.00019	9.2e-05	5.021189	0.4198345	1.455028	0.6041772	1.461596	0x02	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0x0000	0x0000	0x00_0x0000_0x0000	0_0_0_0	0																0x0ce00000	0x00000000	0x00	0x0304	1	0x0303	1	0x0303	0x00	0x0000000000000000	0x1301	2	0x002b;0x0033	1	0x0304	0		0		0		0		0		0		1	0x1301	1_0_1_7_0	32	956272672.000000000	"ipv6-g023-gru009-ix.1.ocga.nflxvideo.net"																				f4febc55ea12b31ae17cfb7e614afda8		t130200_1301_a56c5b993250	"Sliver Agent"	1	60	1	233	233	233	25	14078	11	0_0_2_5_9;0_7_1_5_1;0_275_1_5_1;0_280_1_5_1;24_1000_1_1_1;212_0_1_1_9;344_0_1_1_9;1014_0_1_1_9;1208_1_1_1_2;1380_0_4_5_9;1380_1_1_5_2	0	1380	646.8	0	344	1380	1380	0	1380	627.0599	627.0599	0.1331797	-1.865086	0.5	1000	112.4643	0.5	0.5	7.5	7	0.5	999.5	274.5346	5.1891	2.675197	6.096444
A	254	0x0400000000004000	1751528934.120691000	1751528941.081422000	6.960731000	1	3	eth:ipv4:tcp	dc:f5:05:6c:94:45	a2:78:2d:14:60:64	0x0800		172.20.10.4	05	"Private network"	57015	130.211.115.4	us	"Google LLC"	443	6	0x00	1	dc:f5:05:6c:94:45_a2:78:2d:14:60:64_9	AzureWave,TW_-	443	https	"TLS"	--	--	"--"	--	0	0.000000	0.000000	""	NA	US	"Mountain View"	94043	1000	37.404300	-122.074800	"America/Los_Angeles"	0x00	9	8	0	1887	4003	0	1400	209.6667	525.6943	0	5.813809	0.7734146	1.911718	1.292968	271.0922	0.05882353	-0.359253	0x0a11	1	26	128	128	0	0x00	0x4040	0	0x00_0x00000000	0_0	0x00000000_0x00000000	2831809939	8	1887	0	8	4003	0	1823	64240	45428.94	0	65792	3	1	4	0	0x051f	0x0000	64240_2-1-3-1-1-41460_8	1	6	0x0000001e	1460	256	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.281508	4.4e-05	0.281508	0.2066415	0.1307773	0.281729	0	0x42	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0x0000	0x0000	0x00_0x0000_0x0000	0_0_0_0	0																0x0ee40020	0x00000000	0x08	0x0304	2	0x0301;0x0303	1	0x0303	0x00	0x0000000000000000	0x3a3a	3	0x3a3a;0x000a;0x0033	0		0		5	0x6a6a;0x11ec;0x001d;0x0017;0x0018	0		0		0		0		16	0x3a3a;0x1301;0x1302;0x1303;0xc02b;0xc02f;0xc02c;0xc030;0xcca9;0xcca8;0xc013;0xc014;0x009c;0x009d;0x002f;0x0035	1_0_1_1_0	32	4084488680.000000000																							t12i150200_8daaf6152771_eaa5c7c9f1d9		22	1	4	90	4.090909	22.5	1191	766383	9	0_0_1_6_3;0_270_1_6_1;0_275_1_6_1;0_280_1_6_1;0_310_1_6_1;0_1000_1_6_1;64_0_1_1_3;423_0_1_1_3;1400_1_1_1_1	0	1400	209.6667	0	0	153.75	153.75	0	1400	440.6288	113.9749	2.127277	2.959135	0.5	1000	268.4375	1.5	277.5	312.5	311	0.5	999.5	327.8192	230.5443	1.44842	1.266685
B	254	0x0400000000004001	1751528934.402199000	1751528941.081466000	6.679267000	1	3	eth:ipv4:tcp	a2:78:2d:14:60:64	dc:f5:05:6c:94:45	0x0800		130.211.115.4	us	"Google LLC"	443	172.20.10.4	05	"Private network"	57015	6	0x00	1	a2:78:2d:14:60:64_dc:f5:05:6c:94:45_8	-_AzureWave,TW	443	https	"TLS"	NA	US	"Mountain View"	94043	1000	37.404300	-122.074800	"America/Los_Angeles"	--	--	"--"	--	0	0.000000	0.000000	""	0x00	8	9	0	4003	1887	0	1400	500.375	670.9517	0	6.127425	0.8349084	2.164831	1.197736	599.3173	-0.05882353	0.359253	0x0a11	1	55777	54	54	0	0x00	0x4000	0	0x00_0x00000000	0_0	0x00000000_0x00000000	223473871	8	4003	0	8	1887	0	2800	28400	31820.98	28400	32128	0	1	1	0	0x031b	0x0000	28400_2-1-1-4-1-31400_7	1	6	0x0000001e	1400	128	0x0000	0x00	0	0x00	0	0	0	0.000000	0.000000000	0.000220992	0.000180992	5.853437	0.6553101	1.964507	0.8619516	1.968855	0x12	0x00	0	0x00000000_0x00000000_0x0000	0x00000000	0	0	0x0000	0x0000	0x00_0x0000_0x0000	0_0_0_0	0																0x0ce00000	0x00000000	0x08	0x0304	1	0x0303	1	0x0303	0x00	0x0000000000000000	0x1301	2	0x002b;0x0033	1	0x0304	0		0		0		0		0		0		1	0x1301	1_0_1_5_0	32	2798147657.000000000																					f4febc55ea12b31ae17cfb7e614afda8		t130200_1301_a56c5b993250	"Sliver Agent"	1	22	3	89	89	29.66667	34	10292	7	0_0_2_3_4;0_270_1_3_2;24_1000_1_1_1;510_270_1_1_2;669_0_1_1_4;1400_0_1_2_4;1400_2_1_2_1	0	1400	500.375	0	267	1034.5	1034.5	0	1400	572.8477	572.8477	0.6496775	-1.20033	0.5	1000	221.2857	0.5	137.5	272.5	272	0.5	999.5	366.4578	201.6336	1.571931	1.066431
